crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-2000-105,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America,Caribbean,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_region_of_birth_caribbean,country_of_birth,partial,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Caribbean,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019094; variable_path=Total!!Americas!!Latin America!!Caribbean; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-106,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Barbados,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_barbados,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Barbados,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019095; variable_path=Total!!Americas!!Latin America!!Caribbean!!Barbados; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-107,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Cuba,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_cuba,country_of_birth,yes,direct_same_place_concept,no,1990,Place of birth of foreign-born persons,Cuba,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019096; variable_path=Total!!Americas!!Latin America!!Caribbean!!Cuba; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-108,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Dominican Republic,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_dominican_republic,country_of_birth,yes,direct_same_place_concept,no,1990,Place of birth of foreign-born persons,Dominican Republic,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019097; variable_path=Total!!Americas!!Latin America!!Caribbean!!Dominican Republic; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-109,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Haiti,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_haiti,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Haiti,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019098; variable_path=Total!!Americas!!Latin America!!Caribbean!!Haiti; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-110,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Jamaica,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_jamaica,country_of_birth,yes,direct_same_place_concept,no,1990,Place of birth of foreign-born persons,Jamaica,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019099; variable_path=Total!!Americas!!Latin America!!Caribbean!!Jamaica; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-111,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Trinidad and Tobago,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_trinidad_and_tobago,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Trinidad and Tobago,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019100; variable_path=Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-112,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Caribbean,Other Caribbean,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_caribbean_other_caribbean,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019101; variable_path=Total!!Americas!!Latin America!!Caribbean!!Other Caribbean; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-113,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America,Central America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_region_of_birth_central_america,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Central America,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019102; variable_path=Total!!Americas!!Latin America!!Central America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-114,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America,Mexico,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_mexico,country_of_birth,yes,direct_same_place_concept,no,1990,Place of birth of foreign-born persons,Mexico,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019103; variable_path=Total!!Americas!!Latin America!!Central America!!Mexico; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-115,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America,Other Central America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_central_america_other_central_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019104; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-116,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Costa Rica,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_costa_rica,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Costa Rica,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019105; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Costa Rica; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-117,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,El Salvador,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_el_salvador,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,El Salvador,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019106; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!El Salvador; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-118,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Guatemala,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_guatemala,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Guatemala,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019107; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Guatemala; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-119,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Honduras,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_honduras,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Honduras,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019108; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Honduras; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-120,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Nicaragua,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_nicaragua,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Nicaragua,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019109; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Nicaragua; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-121,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Panama,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_panama,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Panama,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019110; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Panama; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-122,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > Central America > Other Central America,Other Central America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_central_america_other_central_america_other_central_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019111; variable_path=Total!!Americas!!Latin America!!Central America!!Other Central America!!Other Central America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-123,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America,South America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_south_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019112; variable_path=Total!!Americas!!Latin America!!South America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-124,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Argentina,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_argentina,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Argentina,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019113; variable_path=Total!!Americas!!Latin America!!South America!!Argentina; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-125,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Bolivia,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_bolivia,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Bolivia,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019114; variable_path=Total!!Americas!!Latin America!!South America!!Bolivia; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-126,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Brazil,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_brazil,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Brazil,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019115; variable_path=Total!!Americas!!Latin America!!South America!!Brazil; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-127,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Chile,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_chile,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Chile,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019116; variable_path=Total!!Americas!!Latin America!!South America!!Chile; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-128,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Colombia,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_colombia,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Colombia,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019117; variable_path=Total!!Americas!!Latin America!!South America!!Colombia; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-129,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Ecuador,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_ecuador,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Ecuador,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019118; variable_path=Total!!Americas!!Latin America!!South America!!Ecuador; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-130,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Guyana,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_guyana,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Guyana,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019119; variable_path=Total!!Americas!!Latin America!!South America!!Guyana; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-131,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Peru,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_peru,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Peru,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019120; variable_path=Total!!Americas!!Latin America!!South America!!Peru; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-132,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Venezuela,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_venezuela,country_of_birth,unknown,concept_family_definition_review,no,1990,Place of birth of foreign-born persons,Venezuela,Exact label and foreign-born place-of-birth universe found in 1990.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019121; variable_path=Total!!Americas!!Latin America!!South America!!Venezuela; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-133,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Latin America > South America,Other South America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_south_america_other_south_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019122; variable_path=Total!!Americas!!Latin America!!South America!!Other South America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-134,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas,Northern America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_northern_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019123; variable_path=Total!!Americas!!Northern America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-135,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Northern America,Canada,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_northern_america_canada,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019124; variable_path=Total!!Americas!!Northern America!!Canada; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-136,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,Americas > Northern America,Other Northern America,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_americas_northern_america_other_northern_america,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019125; variable_path=Total!!Americas!!Northern America!!Other Northern America; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-137,2000,Bergen County,PCT19: Place of Birth for the Foreign-Born Population,Place of birth of foreign-born persons,,Born at sea,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_born_at_sea,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT19; variable_id=PCT019126; variable_path=Total!!Born at sea; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html
BC-2000-138,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,,Total,Foreign-born population,persons,foreign-born population,foreign_born_population,foreign_born_population,yes,duplicate_core_measure,no,1990,Nativity and citizenship,Foreign born,PCT20 total repeats the foreign-born population for a more detailed table.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020001; variable_path=Total; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-139,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,,Europe,Foreign-born population,persons,foreign-born population by place of birth,foreign_born_country_of_birth_europe,country_of_birth,unknown,new_or_reclassified_place_category,no,,,,No unique exact-label 1990 counterpart; geographic definition review is required.,generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020002; variable_path=Total!!Europe; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-140,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe,Year of entry 1990 to March 2000,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_europe_entered_1990_to_march_2000,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020003; variable_path=Total!!Europe!!Year of entry 1990 to March 2000; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-141,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry 1990 to March 2000,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_1990_to_march_2000_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020004; variable_path=Total!!Europe!!Year of entry 1990 to March 2000!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-142,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry 1990 to March 2000,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_1990_to_march_2000_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020005; variable_path=Total!!Europe!!Year of entry 1990 to March 2000!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-143,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe,Year of entry 1980 to 1989,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_europe_entered_1980_to_1989,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020006; variable_path=Total!!Europe!!Year of entry 1980 to 1989; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-144,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry 1980 to 1989,Naturalized citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_1980_to_1989_naturalized,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020007; variable_path=Total!!Europe!!Year of entry 1980 to 1989!!Naturalized citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-145,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe > Year of entry 1980 to 1989,Not a citizen,Foreign-born population,persons,"foreign-born population by place, year of entry, and citizenship",foreign_born_europe_entered_1980_to_1989_not_citizen,citizenship_by_birthplace_and_year_of_entry,unknown,no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020008; variable_path=Total!!Europe!!Year of entry 1980 to 1989!!Not a citizen; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
BC-2000-146,2000,Bergen County,PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,Place of birth by year of entry and citizenship,Europe,Year of entry before 1980,Foreign-born population,persons,foreign-born population by place of birth and year of entry,foreign_born_europe_entered_before_1980,country_of_birth_by_year_of_entry,unknown,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,bergen_county_2000_immigration_tables.csv,2000 source_family=SF3; table_id=PCT20; variable_id=PCT020009; variable_path=Total!!Europe!!Year of entry before 1980; official_source_url=https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html
