year,geography,state,section,parent_label,standard_variable,source_label,value,source_symbol,unit,value_type,formula,universe,publication,table,table_number,table_title,source_family,table_id,variable_id,variable_path,official_source_url,page,source_file,source_column,definition,comparability_group,comparability_status,extraction_method,verification_status,crosswalk_id,source_concept,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,crosswalk_rationale,crosswalk_review_status,notes
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Asia > Year of entry 1990 to March 2000,foreign_born_asia_entered_1990_to_march_2000_naturalized,Naturalized citizen,5048.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020014,Total!!Asia!!Year of entry 1990 to March 2000!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020014,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-151,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Asia > Year of entry 1990 to March 2000,foreign_born_asia_entered_1990_to_march_2000_not_citizen,Not a citizen,34763.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020015,Total!!Asia!!Year of entry 1990 to March 2000!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020015,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-152,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Asia > Year of entry before 1980,foreign_born_asia_entered_before_1980_naturalized,Naturalized citizen,16742.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020020,Total!!Asia!!Year of entry before 1980!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020020,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-157,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Asia > Year of entry before 1980,foreign_born_asia_entered_before_1980_not_citizen,Not a citizen,2965.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020021,Total!!Asia!!Year of entry before 1980!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020021,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-158,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea,foreign_born_born_at_sea_entered_1980_to_1989,Year of entry 1980 to 1989,0.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020099,Total!!Born at sea!!Year of entry 1980 to 1989,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020099,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-236,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea,foreign_born_born_at_sea_entered_1990_to_march_2000,Year of entry 1990 to March 2000,0.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020096,Total!!Born at sea!!Year of entry 1990 to March 2000,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020096,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-233,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea,foreign_born_born_at_sea_entered_before_1980,Year of entry before 1980,0.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020102,Total!!Born at sea!!Year of entry before 1980,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020102,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-239,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry 1980 to 1989,foreign_born_born_at_sea_entered_1980_to_1989_naturalized,Naturalized citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020100,Total!!Born at sea!!Year of entry 1980 to 1989!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020100,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-237,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry 1980 to 1989,foreign_born_born_at_sea_entered_1980_to_1989_not_citizen,Not a citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020101,Total!!Born at sea!!Year of entry 1980 to 1989!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020101,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-238,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry 1990 to March 2000,foreign_born_born_at_sea_entered_1990_to_march_2000_naturalized,Naturalized citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020097,Total!!Born at sea!!Year of entry 1990 to March 2000!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020097,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-234,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry 1990 to March 2000,foreign_born_born_at_sea_entered_1990_to_march_2000_not_citizen,Not a citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020098,Total!!Born at sea!!Year of entry 1990 to March 2000!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020098,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-235,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry before 1980,foreign_born_born_at_sea_entered_before_1980_naturalized,Naturalized citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020103,Total!!Born at sea!!Year of entry before 1980!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020103,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-240,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Born at sea > Year of entry before 1980,foreign_born_born_at_sea_entered_before_1980_not_citizen,Not a citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020104,Total!!Born at sea!!Year of entry before 1980!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020104,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-241,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_1980_to_1989,Year of entry 1980 to 1989,10342.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020006,Total!!Europe!!Year of entry 1980 to 1989,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020006,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-143,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_1990_to_march_2000,Year of entry 1990 to March 2000,18690.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020003,Total!!Europe!!Year of entry 1990 to March 2000,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020003,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-140,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe,foreign_born_europe_entered_before_1980,Year of entry before 1980,38805.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020009,Total!!Europe!!Year of entry before 1980,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020009,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-146,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry 1980 to 1989,foreign_born_europe_entered_1980_to_1989_naturalized,Naturalized citizen,5867.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020007,Total!!Europe!!Year of entry 1980 to 1989!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020007,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-144,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry 1980 to 1989,foreign_born_europe_entered_1980_to_1989_not_citizen,Not a citizen,4475.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020008,Total!!Europe!!Year of entry 1980 to 1989!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020008,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-145,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry 1990 to March 2000,foreign_born_europe_entered_1990_to_march_2000_naturalized,Naturalized citizen,3803.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020004,Total!!Europe!!Year of entry 1990 to March 2000!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020004,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-141,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry 1990 to March 2000,foreign_born_europe_entered_1990_to_march_2000_not_citizen,Not a citizen,14887.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020005,Total!!Europe!!Year of entry 1990 to March 2000!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020005,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-142,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry before 1980,foreign_born_europe_entered_before_1980_naturalized,Naturalized citizen,33261.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020010,Total!!Europe!!Year of entry before 1980!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020010,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-147,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Europe > Year of entry before 1980,foreign_born_europe_entered_before_1980_not_citizen,Not a citizen,5544.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020011,Total!!Europe!!Year of entry before 1980!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020011,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-148,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania,foreign_born_oceania_entered_1980_to_1989,Year of entry 1980 to 1989,32.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020036,Total!!Oceania!!Year of entry 1980 to 1989,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020036,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-173,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania,foreign_born_oceania_entered_1990_to_march_2000,Year of entry 1990 to March 2000,180.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020033,Total!!Oceania!!Year of entry 1990 to March 2000,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020033,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-170,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania,foreign_born_oceania_entered_before_1980,Year of entry before 1980,107.0,,persons,derived_exact,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020039,Total!!Oceania!!Year of entry before 1980,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020039,,country_of_birth_by_year_of_entry,unknown,,,BC-2000-176,foreign-born population by place of birth and year of entry,temporal_bins_differ,no,,,,"The place concept aligns, but 2000 entry-period bins do not match the 1990 table exactly.",generated_from_2000_source_and_schema_review,SF3 sample data. Period total reconstructed exactly as naturalized citizen + not a citizen; the total is also an official PCT20 table variable.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry 1980 to 1989,foreign_born_oceania_entered_1980_to_1989_naturalized,Naturalized citizen,6.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020037,Total!!Oceania!!Year of entry 1980 to 1989!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020037,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-174,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry 1980 to 1989,foreign_born_oceania_entered_1980_to_1989_not_citizen,Not a citizen,26.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020038,Total!!Oceania!!Year of entry 1980 to 1989!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020038,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-175,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry 1990 to March 2000,foreign_born_oceania_entered_1990_to_march_2000_naturalized,Naturalized citizen,0.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020034,Total!!Oceania!!Year of entry 1990 to March 2000!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020034,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-171,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry 1990 to March 2000,foreign_born_oceania_entered_1990_to_march_2000_not_citizen,Not a citizen,180.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020035,Total!!Oceania!!Year of entry 1990 to March 2000!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020035,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-172,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry before 1980,foreign_born_oceania_entered_before_1980_naturalized,Naturalized citizen,93.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020040,Total!!Oceania!!Year of entry before 1980!!Naturalized citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020040,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-177,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
2000,Bergen County,New Jersey,Place of birth by year of entry and citizenship,Oceania > Year of entry before 1980,foreign_born_oceania_entered_before_1980_not_citizen,Not a citizen,14.0,,persons,reported,,Foreign-born population,Census 2000 Summary File 3 (SF 3),PCT20: Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,,Place of Birth by Year of Entry by Citizenship Status for the Foreign-Born Population,SF3,PCT20,PCT020041,Total!!Oceania!!Year of entry before 1980!!Not a citizen,https://api.census.gov/data/2000/dec/sf3/groups/PCT020.html,,bergen_county_2000_immigration_tables.csv,PCT020041,,citizenship_by_birthplace_and_year_of_entry,unknown,,,BC-2000-178,"foreign-born population by place, year of entry, and citizenship",no_prior_direct_counterpart,no,,,,"The 2000 table combines place, entry period, and citizenship; earlier tables do not provide the same three-way cell.",generated_from_2000_source_and_schema_review,SF3 sample data.
