year,source_period,geography,asian_group,group_type,asian_subregion,hierarchy_level,population,margin_of_error,unit,measure_scope,historical_comparability,standard_variable,parent_label,source_label,table_id,variable_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2000,2000,Bergen County,Other Eastern Asia,residual_category,Eastern Asia,2,6,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_asia_eastern_asia_other_eastern_asia,Asia > Eastern Asia,Other Eastern Asia,PCT19,PCT019040,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-051,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Other South Central Asia,residual_category,South Central Asia,2,366,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_asia_south_central_asia_other_south_central_asia,Asia > South Central Asia,Other South Central Asia,PCT19,PCT019047,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-058,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Other South Eastern Asia,residual_category,South Eastern Asia,2,305,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_asia_south_eastern_asia_other_south_eastern_asia,Asia > South Eastern Asia,Other South Eastern Asia,PCT19,PCT019056,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-067,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Other Western Asia,residual_category,Western Asia,2,1005,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_asia_western_asia_other_western_asia,Asia > Western Asia,Other Western Asia,PCT19,PCT019065,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-076,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,"China, excluding Hong Kong and Taiwan",country_component,Eastern Asia,3,5482,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_asia_eastern_asia_china_china_excluding_hong_kong_and_taiwan,Asia > Eastern Asia > China,"China, excluding Hong Kong and Taiwan",PCT19,PCT019035,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-046,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Hong Kong,country_component,Eastern Asia,3,1049,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_hong_kong,Asia > Eastern Asia > China,Hong Kong,PCT19,PCT019036,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-047,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2000,2000,Bergen County,Taiwan,country_component,Eastern Asia,3,2459,,persons,foreign_born_population,decennial_census_foreign_born,foreign_born_country_of_birth_taiwan,Asia > Eastern Asia > China,Taiwan,PCT19,PCT019037,PCT19: Place of Birth for the Foreign-Born Population,BC-2000-048,Census 2000 Summary File 3 (SF 3),https://api.census.gov/data/2000/dec/sf3/groups/PCT019.html,bergen_county_2000_immigration_tables.csv,,SF3 sample data; n.e.c. = not elsewhere classified.
2010,2006-2010,Bergen County,Asia,region_total,,0,110531,1858,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia,,Estimate!!Total!!Asia,B05006,B05006_047E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-047,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1858; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Eastern Asia,subregion_total,Eastern Asia,1,56771,1799,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_eastern_asia,Asia,Estimate!!Total!!Asia!!Eastern Asia,B05006,B05006_048E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-048,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1799; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,South Central Asia,subregion_total,South Central Asia,1,23346,1687,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia,Asia,Estimate!!Total!!Asia!!South Central Asia,B05006,B05006_056E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-056,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1687; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,South Eastern Asia,subregion_total,South Eastern Asia,1,16988,1384,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia,Asia,Estimate!!Total!!Asia!!South Eastern Asia,B05006,B05006_067E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-067,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1384; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Western Asia,subregion_total,Western Asia,1,13310,1269,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia,Asia,Estimate!!Total!!Asia!!Western Asia,B05006,B05006_078E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-078,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1269; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,"Asia,n.e.c.",residual_category,,1,116,91,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_asia_n_e_c,Asia,"Estimate!!Total!!Asia!!Asia,n.e.c.",B05006,B05006_090E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-090,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=91; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Afghanistan,country_or_area,South Central Asia,2,370,184,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_afghanistan,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Afghanistan,B05006,B05006_057E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-057,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=184; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Armenia,country_or_area,Western Asia,2,478,249,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_armenia,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Armenia,B05006,B05006_088E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-088,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=249; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Bangladesh,country_or_area,South Central Asia,2,492,297,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_bangladesh,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Bangladesh,B05006,B05006_058E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-058,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=297; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Burma,country_or_area,South Eastern Asia,2,350,194,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_burma,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Burma,B05006,B05006_072E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-072,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=194; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Cambodia,country_or_area,South Eastern Asia,2,68,67,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_cambodia,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Cambodia,B05006,B05006_068E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-068,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=67; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,China,country_or_area,Eastern Asia,2,10378,959,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_china,Asia > Eastern Asia,Estimate!!Total!!Asia!!Eastern Asia!!China,B05006,B05006_049E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-049,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=959; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,India,country_or_area,South Central Asia,2,17890,1396,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_india,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!India,B05006,B05006_059E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-059,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1396; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Indonesia,country_or_area,South Eastern Asia,2,266,171,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_indonesia,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Indonesia,B05006,B05006_069E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-069,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=171; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Iran,country_or_area,South Central Asia,2,1634,349,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_iran,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Iran,B05006,B05006_060E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-060,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=349; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Iraq,country_or_area,Western Asia,2,200,179,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_iraq,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Iraq,B05006,B05006_079E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-079,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=179; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Israel,country_or_area,Western Asia,2,3941,633,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_israel,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Israel,B05006,B05006_080E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-080,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=633; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Japan,country_or_area,Eastern Asia,2,5632,790,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_japan,Asia > Eastern Asia,Estimate!!Total!!Asia!!Eastern Asia!!Japan,B05006,B05006_053E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-053,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=790; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Jordan,country_or_area,Western Asia,2,911,337,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_jordan,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Jordan,B05006,B05006_081E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-081,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=337; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Kazakhstan,country_or_area,South Central Asia,2,84,73,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_kazakhstan,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Kazakhstan,B05006,B05006_061E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-061,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=73; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Korea,country_or_area,Eastern Asia,2,40761,1844,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_korea,Asia > Eastern Asia,Estimate!!Total!!Asia!!Eastern Asia!!Korea,B05006,B05006_054E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-054,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1844; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Kuwait,country_or_area,Western Asia,2,221,126,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_kuwait,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Kuwait,B05006,B05006_082E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-082,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=126; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Laos,country_or_area,South Eastern Asia,2,17,27,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_laos,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Laos,B05006,B05006_070E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-070,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=27; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Lebanon,country_or_area,Western Asia,2,1307,401,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_lebanon,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Lebanon,B05006,B05006_083E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-083,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=401; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Malaysia,country_or_area,South Eastern Asia,2,241,112,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_malaysia,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Malaysia,B05006,B05006_071E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-071,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=112; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Nepal,country_or_area,South Central Asia,2,120,94,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_nepal,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Nepal,B05006,B05006_062E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-062,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=94; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Pakistan,country_or_area,South Central Asia,2,2400,627,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_pakistan,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Pakistan,B05006,B05006_063E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-063,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=627; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Philippines,country_or_area,South Eastern Asia,2,14720,1219,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_philippines,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Philippines,B05006,B05006_073E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-073,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=1219; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Saudi Arabia,country_or_area,Western Asia,2,115,75,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_western_asia_saudi_arabia,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Saudi Arabia,B05006,B05006_084E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-084,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=75; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Singapore,country_or_area,South Eastern Asia,2,122,71,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_eastern_asia_singapore,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Singapore,B05006,B05006_074E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-074,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=71; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Sri Lanka,country_or_area,South Central Asia,2,131,92,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_sri_lanka,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Sri Lanka,B05006,B05006_064E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-064,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=92; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Syria,country_or_area,Western Asia,2,2074,547,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_syria,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Syria,B05006,B05006_085E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-085,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=547; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Thailand,country_or_area,South Eastern Asia,2,343,184,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_thailand,Asia > South Eastern Asia,Estimate!!Total!!Asia!!South Eastern Asia!!Thailand,B05006,B05006_075E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-075,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=184; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Turkey,country_or_area,Western Asia,2,3346,551,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_turkey,Asia > Western Asia,Estimate!!Total!!Asia!!Western Asia!!Turkey,B05006,B05006_087E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-087,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=551; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
2010,2006-2010,Bergen County,Uzbekistan,country_or_area,South Central Asia,2,143,88,persons,foreign_born_population,acs_5_year_estimate,foreign_born_country_of_birth_asia_south_central_asia_uzbekistan,Asia > South Central Asia,Estimate!!Total!!Asia!!South Central Asia!!Uzbekistan,B05006,B05006_065E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-065,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,source_period=2006-2010; geoid=05000US34003; margin_of_error=88; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error.
