year,source_period,geography,country_or_area,latin_american_subregion,population,margin_of_error,unit,measure_scope,value_status,coverage_status,standard_variable,parent_label,source_label,table_id,variable_id,table,crosswalk_id,publication,official_source_url,source_file,verification_status,notes
2010,2006-2010,Bergen County,Dominican Republic,Caribbean,11216,1251,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_dominican_republic,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic,B05006,B05006_129E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-129,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=1251; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Grenada,Caribbean,108,91,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_grenada,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Grenada,B05006,B05006_130E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-130,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=91; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Haiti,Caribbean,888,258,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_haiti,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Haiti,B05006,B05006_131E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-131,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=258; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Jamaica,Caribbean,4063,724,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_jamaica,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Jamaica,B05006,B05006_132E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-132,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=724; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,St. Vincent and the Grenadines,Caribbean,123,98,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_st_vincent_and_the_grenadines,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines,B05006,B05006_133E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-133,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=98; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Trinidad and Tobago,Caribbean,1086,307,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_trinidad_and_tobago,Americas > Latin America > Caribbean,Estimate!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago,B05006,B05006_134E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-134,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=307; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Belize,Central America,142,137,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_central_america_belize,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Belize,B05006,B05006_139E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-139,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=137; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Costa Rica,Central America,1517,544,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_costa_rica,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Costa Rica,B05006,B05006_140E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-140,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=544; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,El Salvador,Central America,4402,1029,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_el_salvador,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!El Salvador,B05006,B05006_141E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-141,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=1029; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Guatemala,Central America,4241,972,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_guatemala,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Guatemala,B05006,B05006_142E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-142,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=972; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Honduras,Central America,1290,370,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_honduras,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Honduras,B05006,B05006_143E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-143,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=370; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Mexico,Central America,4413,868,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_mexico,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Mexico,B05006,B05006_138E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-138,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=868; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Nicaragua,Central America,341,149,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_nicaragua,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Nicaragua,B05006,B05006_144E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-144,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=149; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Panama,Central America,193,101,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_panama,Americas > Latin America > Central America,Estimate!!Total!!Americas!!Latin America!!Central America!!Panama,B05006,B05006_145E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-145,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=101; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Argentina,South America,1549,460,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_argentina,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Argentina,B05006,B05006_148E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-148,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=460; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Bolivia,South America,796,366,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_bolivia,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Bolivia,B05006,B05006_149E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-149,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=366; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Brazil,South America,2461,602,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_brazil,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Brazil,B05006,B05006_150E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-150,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=602; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Chile,South America,826,247,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_chile,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Chile,B05006,B05006_151E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-151,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=247; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Colombia,South America,13923,1223,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_colombia,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Colombia,B05006,B05006_152E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-152,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=1223; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Ecuador,South America,8636,1128,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_ecuador,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Ecuador,B05006,B05006_153E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-153,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=1128; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Guyana,South America,988,359,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_guyana,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Guyana,B05006,B05006_154E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-154,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=359; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Peru,South America,4358,669,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_peru,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Peru,B05006,B05006_155E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-155,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=669; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Uruguay,South America,363,209,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_south_america_uruguay,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Uruguay,B05006,B05006_156E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-156,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=209; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2010,2006-2010,Bergen County,Venezuela,South America,540,208,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_venezuela,Americas > Latin America > South America,Estimate!!Total!!Americas!!Latin America!!South America!!Venezuela,B05006,B05006_157E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2010-157,2006-2010 ACS 5-Year Detailed Tables,https://api.census.gov/data/2010/acs/acs5/groups/B05006.html,bergen_county_2010_acs_B05006_B05007.csv,api_response_and_metadata_validated,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2006-2010; geoid=05000US34003; margin_of_error=208; 2006-2010 ACS 5-year period estimate; sample-based. MOE is Census-published margin of error."
2020,2016-2020,Bergen County,Bahamas,Caribbean,27,22,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_bahamas,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Bahamas,B05006,B05006_132E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-124,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=22; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Barbados,Caribbean,230,135,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_barbados,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Barbados,B05006,B05006_133E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-125,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=135; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Cuba,Caribbean,6076,769,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_cuba,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Cuba,B05006,B05006_134E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-126,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=769; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Dominica,Caribbean,152,130,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_dominica,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Dominica,B05006,B05006_135E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-127,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=130; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Dominican Republic,Caribbean,20420,1705,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_dominican_republic,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Dominican Republic,B05006,B05006_136E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-128,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=1705; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Grenada,Caribbean,182,152,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_grenada,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Grenada,B05006,B05006_137E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-129,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=152; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Haiti,Caribbean,881,309,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_haiti,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Haiti,B05006,B05006_138E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-130,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=309; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Jamaica,Caribbean,5500,825,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_jamaica,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Jamaica,B05006,B05006_139E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-131,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=825; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,St. Vincent and the Grenadines,Caribbean,192,128,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_americas_latin_america_caribbean_st_vincent_and_the_grenadines,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!St. Vincent and the Grenadines,B05006,B05006_140E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-132,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=128; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
2020,2016-2020,Bergen County,Trinidad and Tobago,Caribbean,2133,655,persons,foreign_born_population,acs_5_year_estimate,named_countries_and_areas_only,foreign_born_country_of_birth_trinidad_and_tobago,Americas > Latin America > Caribbean,Estimate!!Total:!!Americas:!!Latin America:!!Caribbean:!!Trinidad and Tobago,B05006,B05006_141E,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,BC-2020-133,2016-2020 ACS 5-Year Estimates,https://api.census.gov/data/2020/acs/acs5/groups/B05006.html,bergen_county_2020_acs_immigration_cleaned.csv,retrieved_and_moe_matched,"Country/area rows only; regional totals and residual categories are excluded, so these rows must not be summed as a complete Latin America total. source_period=2016-2020; geoid=05000US34003; margin_of_error=655; estimate_annotation=none; moe_annotation=none; 2016–2020 ACS 5-Year estimate; sample-based period estimate."
